"SpMax_L" "J_Dz(e)" "C%" "SdssC" "HyWi_B(m)" "LOC" "SM6_L" "F03[C-O]" "Me" "Mi" "SpPosA_B(p)" "B01[C-Br]" "B03[C-Cl]" "SpMax_A" "Psi_i_1d" "SdO" "TI2_L" "SpMax_B(m)" "Psi_i_A" "SM6_B(m)" "Y"
"976" 4.214 3.4743 23.1 -0.711 2.68 1.459 8.755 "1" 1.031 1.166 1.083 "0" "0" 1.902 -0.262 9.599 2.052 3.36 3.278 7.41 "0"
"977" 5.248 4.2601 20.8 -0.08 3.68 1.888 10.249 "5" 1.021 1.133 1.287 "0" "0" 2.229 -0.008 10.819 3.06 4.819 2.664 9.618 "0"
"978" 4.953 1.9231 38.9 0 4.176 2.296 10.707 "0" 0.967 1.128 1.265 "0" "0" 2.343 0 0 6.238 3.732 1.73 8.931 "0"
"979" 4.753 1.6977 38.9 0 4.176 2.296 10.68 "0" 0.967 1.128 1.262 "0" "0" 2.295 0 0 7.067 3.702 1.73 8.928 "0"
"980" 5.366 3.5678 35 0 3.484 1.16 10.405 "4" 1.018 1.125 1.27 "0" "0" 2.342 -0.008 21.663 1.661 4.729 2.932 9.496 "0"
"981" 5.333 2.0991 41.5 0 4.4 0.956 11.313 "15" 0.989 1.117 1.284 "0" "0" 2.394 0 13.711 3.349 4.441 2.135 9.741 "0"
"982" 5.31 3.4316 35.3 0 3.415 1.185 10.25 "4" 1.028 1.123 1.261 "0" "0" 2.288 0.014 21.221 1.726 4.725 3.058 9.463 "0"
"983" 5.187 2.1504 43.5 0.666 3.507 0.773 10.68 "8" 1.017 1.118 1.256 "0" "0" 2.597 -0.001 22.622 1.14 3.799 2.564 8.551 "0"
"984" 5.394 2.8307 37 0.311 4.137 0.978 11.021 "8" 1.066 1.122 1.274 "0" "1" 2.465 0 33.791 2.542 4.748 3.086 9.947 "0"
"985" 4.303 2.6572 25 0.787 2.909 0.862 9.067 "0" 1.004 1.146 1.3 "0" "0" 2.115 0.131 0 0.956 3.86 2.222 8.216 "0"
"986" 4.842 3.2355 41.2 -2.3 3.459 1.258 10.136 "6" 1.069 1.127 1.18 "0" "0" 2.278 0.005 20.567 2.113 3.771 3.472 8.551 "0"
"987" 4 2.2975 26.7 0 2.626 0 8.623 "0" 0.998 1.158 1.095 "0" "0" 2 0.128 0 0.667 3.093 2 6.951 "0"
"988" 5.286 3.4146 27.3 -2.66 3.792 1.622 10.617 "12" 1.048 1.159 1.111 "0" "0" 2.458 0 35.324 1.615 3.783 3.278 8.66 "0"
"989" 5.406 2.1252 43.9 0 4.279 0.777 11.11 "10" 1.024 1.116 1.28 "0" "0" 2.428 0 47.783 3.924 4.711 2.702 9.916 "0"
"990" 4.868 3.0252 34.8 1.466 3.292 1.16 10.076 "2" 0.998 1.143 1.235 "0" "0" 2.288 -0.008 10.884 1.634 3.697 2.439 8.261 "0"
"991" 3.618 2.8543 33.3 0 3.029 1.522 7.853 "0" 1.033 1.126 1.299 "0" "1" 1.732 0.386 0 2.094 3.71 2.744 8.384 "0"
"992" 3.732 2.5972 23.5 0 2.575 1.585 8.16 "1" 0.991 1.164 1.105 "0" "0" 1.802 -0.226 0 2.488 2.93 2.333 6.762 "0"
"993" 4.629 3.9373 31.3 -0.056 2.83 1.379 9.312 "3" 0.998 1.148 1.211 "0" "0" 2.053 0.143 10.319 1.776 3.475 2.81 7.673 "0"
"994" 3.879 2.9588 33.3 0 3.091 2.281 8.743 "0" 0.998 1.152 1.251 "0" "0" 1.902 0.047 0 3.685 3.271 2.833 7.905 "0"
"995" 4.709 4.1448 25 1.674 3.751 1.792 10.014 "0" 0.997 1.115 1.399 "0" "0" 2.152 -0.007 0 3.444 4.33 2.194 9.389 "0"
"996" 5.328 5.8726 25.7 0 4.34 2.088 10.678 "9" 1.056 1.137 1.225 "0" "1" 2.34 0 12.579 2.507 4.429 2.799 9.905 "0"
"997" 5.086 2.4664 30.8 0 2.929 1.39 9.812 "0" 1.014 1.14 1.169 "0" "1" 2.38 0.126 0 1.372 3.699 2.31 8.194 "0"
"998" 4.691 4.7731 26.9 0 3.786 2.122 10.467 "0" 0.996 1.155 1.142 "0" "0" 2.211 0 0 3.997 3.321 2.517 8.334 "0"
"999" 4.499 2.9639 41.2 0 2.976 1.125 9.311 "0" 0.979 1.127 1.266 "0" "0" 2.136 0.043 0 1.481 3.561 2.021 7.846 "0"
"1000" 4.9 3.0875 40.9 0.052 3.304 1.455 9.955 "2" 0.993 1.127 1.258 "0" "0" 2.251 -0.008 10.87 2.15 3.655 2.394 8.286 "0"
"1001" 4.757 1.8029 50 0 3.915 0 10.525 "0" 0.983 1.108 1.313 "0" "0" 2.295 0 0 4.15 3.712 1.983 8.934 "0"
"1002" 4.593 2.7059 39.1 0 3.168 1.461 9.665 "0" 0.974 1.13 1.283 "0" "0" 2.175 0.013 0 2.298 3.566 1.917 8.02 "0"
"1003" 5.563 4.6158 33.3 0 4.018 1.153 11.151 "12" 1.044 1.146 1.214 "0" "0" 2.546 0 67.469 1.406 4.092 3.298 9.375 "0"
"1004" 5.371 3.236 39.3 0 3.351 1.124 10.524 "3" 0.978 1.126 1.273 "0" "0" 2.364 0.004 0 1.718 3.765 2.188 8.354 "0"
"1005" 4.901 2.5104 48 0 4.028 0.946 10.601 "8" 1.051 1.107 1.295 "0" "1" 2.329 0 20.982 3.43 4.016 2.781 9.395 "0"
"1006" 4.813 3.4399 38.9 0 3.37 1.273 9.947 "6" 1.041 1.132 1.209 "0" "0" 2.259 -0.008 20.438 1.86 3.839 2.985 8.549 "0"
"1007" 4.973 3.602 35 0 3.45 1.258 10.152 "6" 1.042 1.144 1.193 "0" "0" 2.317 0.005 20.72 1.706 3.883 3.042 8.639 "0"
"1008" 4.562 3.1971 46.2 0 3.214 0.875 9.54 "2" 1.023 1.108 1.291 "0" "1" 2.17 0.046 0 1.14 3.872 2.681 8.473 "0"
"1009" 5.42 3.2399 34.5 0 4.009 1.912 11.411 "16" 0.988 1.136 1.206 "0" "0" 2.409 0 0 4.536 3.753 2.097 8.931 "0"
"1010" 5.777 2.3194 33.3 0 3.323 1.126 10.946 "6" 0.987 1.139 1.182 "0" "0" 2.607 -0.002 0 1.274 3.675 2.097 8.164 "0"
"1011" 5.256 2.6157 34.6 0.448 3.133 0.861 10.335 "2" 0.977 1.136 1.252 "0" "0" 2.327 0.012 11.089 1.037 3.497 2.175 7.914 "0"
"1012" 4.928 1.9515 56.3 0 3.82 0 10.506 "0" 0.975 1.091 1.345 "0" "0" 2.348 0 0 3.091 3.788 1.926 8.882 "0"
"1013" 5.003 2.9132 52.4 0 3.338 0.629 10.084 "0" 0.972 1.099 1.349 "0" "0" 2.351 0.004 0 1.075 3.873 1.909 8.471 "0"
"1014" 4.732 2.1796 48.1 0 3.633 0.648 10.3 "4" 0.998 1.108 1.276 "0" "0" 2.275 0 0 3.095 3.7 2.411 8.654 "0"
"1015" 5.174 2.5182 42.9 -1.681 4.049 1.282 10.904 "11" 1.009 1.121 1.236 "0" "0" 2.42 0 23.818 3.572 3.874 2.638 9.097 "0"
"1016" 4.924 2.4008 45.2 0 3.608 1.429 10.32 "4" 0.981 1.114 1.299 "0" "0" 2.348 0 0 2.904 3.861 1.956 8.632 "0"
"1017" 5.509 3.254 35.7 0 4.086 1.096 11.165 "12" 1.063 1.116 1.251 "0" "0" 2.511 0 44.995 1.996 4.77 3.377 10.203 "0"
"1018" 4.861 1.9254 35.7 0 3.092 0 9.863 "0" 0.963 1.133 1.222 "0" "0" 2.303 -0.006 0 1.047 3.309 1.467 7.533 "0"
"1019" 5.735 1.9915 35.3 0 3.48 1.074 11.021 "4" 0.985 1.134 1.18 "0" "0" 2.641 0 0 1.239 3.656 2.083 8.176 "0"
"1020" 5.047 2.5237 58.3 0 3.606 0 10.4 "0" 0.976 1.087 1.38 "0" "0" 2.414 0 0 1.443 3.966 1.905 8.812 "0"
"1021" 5.318 2.361 53.8 -0.252 3.801 0.682 10.772 "8" 1.011 1.099 1.296 "0" "0" 2.508 0 24.37 1.393 3.955 2.569 8.963 "0"
"1022" 5.408 2.3533 43.5 -0.202 4.087 1.289 11.084 "8" 0.993 1.121 1.276 "0" "0" 2.553 0 26.148 1.71 3.991 2.292 9.158 "0"
"1023" 4.802 3.136 42.9 0 3.196 0 9.805 "0" 1.014 1.136 1.31 "0" "0" 2.323 0.014 0 0.95 3.901 2.204 8.414 "0"
"1024" 5.69 2.3056 48.4 -0.826 3.889 0.565 10.94 "5" 1.009 1.113 1.277 "0" "0" 2.55 0 23.886 1.935 3.857 2.469 8.961 "0"
"1025" 4 2.9848 22.2 0.5 2.594 0.811 8.318 "0" 0.994 1.139 1.344 "0" "0" 1.732 -0.59 0 1 3.84 2.833 8.085 "0"
"1026" 4.562 3.2789 25 0 4.705 0.918 9.184 "0" 1.071 1.077 1.641 "1" "0" 2 -0.207 0 1.521 7.129 2.278 12.952 "0"
"1027" 5.262 4.2718 25 0 3.317 0.863 10.026 "0" 1.23 1.269 1.042 "0" "0" 2.175 0.172 0 1.435 3.997 4.972 8.663 "0"
"1028" 4.303 3.16 33.3 0 3.13 1.459 8.815 "0" 1.015 1.129 1.308 "0" "1" 1.932 -0.227 0 1.745 3.772 2.676 8.437 "0"
"1029" 6.242 9.1775 30 0 4.727 1.637 12.421 "0" 1.311 1.377 0.883 "0" "0" 2.694 0 0 2.922 3.991 5.825 9.745 "0"
"1030" 3.802 2.8705 26.7 0 3.2 1.95 8.394 "0" 1.026 1.145 1.197 "0" "0" 1.848 0.139 0 2.885 3.57 2.532 8.378 "0"
"1031" 4.228 3.1334 26.3 0 2.746 1.557 8.891 "0" 0.998 1.153 1.103 "0" "0" 1.932 0.136 0 2.535 3.105 2.548 7.107 "0"
"1032" 5.13 3.5878 32.1 0 3.095 1.761 10.106 "1" 0.974 1.141 1.237 "0" "0" 2.175 -0.022 10.101 2.729 3.309 2.258 7.751 "0"
"1033" 5.086 3.9599 28.6 0 3.347 0.918 9.771 "0" 1.152 1.125 1.32 "0" "0" 2.074 -0.263 9.431 1.372 4.238 3.764 8.925 "0"
"1034" 4.236 2.9709 31.9 -0.151 3.915 3.554 10.042 "1" 0.969 1.143 1.198 "0" "0" 1.995 0 10.604 9.701 3.309 1.861 8.305 "0"
"1035" 4.303 3.6845 15.4 0 2.917 1.459 8.815 "4" 1.038 1.155 1.172 "0" "0" 1.932 -0.264 9.921 1.745 4.19 3.154 8.634 "0"
"1036" 5.262 4.5221 28.3 0 3.856 2.733 10.387 "12" 0.987 1.144 1.187 "0" "0" 2.257 0 12.436 3.441 4.415 2.115 9.152 "0"
"1037" 6.253 7.1279 30.8 -4.279 4.252 1.544 11.905 "2" 1.285 1.34 0.908 "0" "0" 2.648 0 9.723 3.516 3.954 5.737 9.274 "0"
"1038" 4.807 3.1717 42.9 0 3.075 0.881 9.833 "0" 0.967 1.119 1.321 "0" "0" 2.246 -0.023 0 1.06 3.698 1.889 8.086 "0"
"1039" 5.236 3.778 46.7 0 5.013 0.799 10.434 "0" 1.045 1.058 1.58 "1" "0" 2.414 0.004 0 0.873 6.982 2.146 13.184 "0"
"1040" 4.562 3.1297 37.5 0 2.997 0.875 9.54 "0" 0.991 1.14 1.242 "0" "0" 2.17 0.045 0 1.14 3.633 2.417 7.969 "0"
"1041" 4.658 2.9363 38.1 -0.074 3.314 1.455 9.9 "1" 1.003 1.137 1.239 "0" "0" 2.22 -0.008 10.556 2.349 3.658 2.591 8.311 "0"
"1042" 5.388 3.3114 39.3 0 3.351 1.124 10.539 "4" 0.978 1.126 1.27 "0" "0" 2.377 0.004 0 1.69 3.78 2.188 8.357 "0"
"1043" 4.97 3.3797 40.9 0 3.193 0.861 10.06 "4" 0.983 1.123 1.272 "0" "0" 2.307 0.013 0 0.962 3.774 2.267 8.239 "0"
"1044" 5.399 3.4164 38.7 0 3.424 1.084 10.644 "4" 0.977 1.127 1.271 "0" "0" 2.403 -0.002 0 1.65 3.818 2.147 8.453 "0"
"1045" 4.807 3.3179 43.8 0 3.297 0.881 9.833 "2" 1.012 1.113 1.298 "0" "1" 2.246 -0.025 0 1.06 3.926 2.568 8.562 "0"
"1046" 4.607 3.0008 41.2 0 3.256 1.187 9.631 "2" 0.996 1.105 1.302 "0" "0" 2.194 -0.025 0 1.544 3.865 2.352 8.506 "0"
"1047" 5.313 2.7782 40 0 3.564 1.697 10.592 "2" 0.976 1.125 1.274 "0" "0" 2.329 -0.001 10.535 2.986 3.692 2.161 8.482 "0"
"1048" 5.103 3.9184 35 0 3.649 1.197 10.456 "11" 1.08 1.144 1.195 "0" "0" 2.38 0.001 41.425 1.74 3.967 3.619 8.984 "0"
"1049" 5.265 3.3444 35.3 0.134 3.998 2.353 10.632 "6" 1.012 1.123 1.296 "0" "0" 2.3 0 0 3.88 4.698 2.463 9.666 "0"
"1050" 5.029 2.5966 46.7 -0.761 3.837 1.418 10.634 "10" 1.02 1.111 1.254 "0" "0" 2.403 0 22.765 2.586 3.919 2.611 8.958 "0"
"1051" 5.431 2.8955 32.1 0.374 3.233 0.832 10.681 "2" 0.982 1.144 1.232 "0" "0" 2.394 -0.007 11.254 1.055 3.573 2.242 8.088 "0"
"1052" 5.287 3.3732 35.3 -5.256 4.319 2.346 11.029 "21" 1.043 1.14 1.178 "0" "0" 2.462 0 71.167 3.396 3.787 3.083 9.278 "0"
"1053" 4.869 1.767 44.4 -0.391 4.435 1.073 11.072 "9" 1.016 1.123 1.261 "0" "0" 2.314 0 33.54 6.465 3.848 2.576 9.537 "0"
"1054" 5.158 1.6914 56.1 0 4.902 0.257 11.817 "0" 1.007 1.093 1.41 "0" "1" 2.622 0 0 1.535 5.808 2.055 11.055 "0"
"1055" 5.076 2.6588 54.5 0 3.792 0.673 10.327 "0" 1.003 1.089 1.364 "0" "1" 2.363 -0.001 0 2.106 4.009 2.206 9.13 "0"
